User ID,User Name,Driver Name,Car Condition,Weather,Traffic Condition,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day,month,weekday,year,jfk_dist,ewr_dist,lga_dist,sol_dist,nyc_dist,distance,bearing
AAsaqF7Q,Sarah Rush,Seth Leonard,Very Good,windy,Dense Traffic,2010-01-22 20:01:00.000000212,2.9,2010-01-22 20:01:00,-1.2909978820187051,0.7114765406183581,-1.2910229624000564,0.7115267188343528,2,20,22,1,4,2010,42.677151795611465,37.338360894894514,16.50216481660661,21.26232975289136,13.110860508137025,0.3418253699588463,0.36187938161014
u4sQh13e,James Christensen,Justin Leach,Good,cloudy,Congested Traffic,2014-11-13 23:07:14.0000004,9.0,2014-11-13 23:07:14,-1.2909367256817157,0.7122075543222632,-1.2911504237953295,0.7118210337061166,4,23,13,11,3,2014,47.50967894286961,40.38058189213261,17.311462484504418,26.644314273194297,19.00962811542544,2.6695236703654666,2.7451250036264665
EF0wlotC,Debbie Nixon,Laura Dillon,Bad,sunny,Dense Traffic,2010-05-27 20:49:54.0000001,6.5,2010-05-27 20:49:54,-1.2912336410940646,0.7116593987640896,-1.2914526973684823,0.7114017707132027,1,20,27,5,3,2010,45.41792261852882,34.665817447054,19.69407580756031,19.84468797486456,12.296363074043416,1.9522384698756612,2.5693953826152947
RQXB1uf2,Erika Figueroa,Kimberly Hughes,Very Good,sunny,Dense Traffic,2010-05-01 12:07:33.0000001,4.9,2010-05-01 12:07:33,-1.290767097131714,0.7117353554931363,-1.2905958628788008,0.7116378439478274,1,12,1,5,5,2010,42.01322470209446,41.238792603109786,13.149939251873208,25.09142493789399,16.80577921544799,1.0336459112306804,-2.215522196724909
czrxiV4B,Cameron Thompson,Angela Martinez,Bad,sunny,Flow Traffic,2012-05-24 22:59:31.0000003,6.1,2012-05-24 22:59:31,-1.2910264705118528,0.7112610622689068,-1.2913128266822276,0.710871853845712,1,22,24,5,3,2012,40.62225564678564,33.86147822786566,19.649687232316037,16.04036548572791,7.622057590485136,2.838892760038156,2.632957783245772
r9GrKwAM,Brian Hooper,James Miller,Excellent,windy,Flow Traffic,2010-10-14 06:43:49.0000005,21.3,2010-10-14 06:43:49,-1.2909479481488055,0.7113415219474237,-1.289125230997778,0.7115382729140011,1,6,14,10,3,2010,36.33316553951414,45.73915237555504,9.55698367210812,27.77448843070489,19.455234001880346,8.884463939979089,-1.4286399953849511
QT3t4hwt,James Murray,Robert Gonzalez,Bad,windy,Flow Traffic,2010-09-21 21:53:00.000000188,9.3,2010-09-21 21:53:00,-1.291607700059352,0.7105835254532826,-1.291236067101725,0.7110946974846067,2,21,21,9,1,2010,41.28035548486265,30.757058925424552,23.13476220152304,12.298421128895162,4.008467778458274,3.718239592049222,-0.5034490602848578
n17NNDjk,Lynn Rhodes,Ryan Lee,Excellent,sunny,Dense Traffic,2013-11-08 19:02:37.0000001,10.0,2013-11-08 19:02:37,-1.2916569183442583,0.7110415173022984,-1.291387561680798,0.7112232235307236,4,19,8,11,4,2013,43.86868929896299,30.911855023486567,22.44793349865816,14.59456213659917,7.034831134452684,1.7408351017716022,-0.8432184304538346
GBzSIIyA,Matthew Martinez,Mitchell Robertson,Very Good,sunny,Flow Traffic,2010-04-02 00:37:44.0000004,4.5,2010-04-02 00:37:44,-1.2913995346394669,0.7108063865454697,-1.2915032944634977,0.7107235532191701,1,0,2,4,4,2010,40.929681291009146,30.13480700649272,23.75592094843589,11.39142685675693,2.914226570794028,0.727660203962368,2.3821510541120845
FDubFtjP,Kimberly White,Nathaniel King DDS,Bad,sunny,Dense Traffic,2009-05-12 21:44:00.000000177,19.7,2009-05-12 21:44:00,-1.2913357777618912,0.7114762788189702,-1.290486360921531,0.712978221906774,1,21,12,5,1,2009,49.51812986317872,43.30389197525308,19.73628049836292,29.65079398767117,22.00377095587344,10.408725434662635,-0.404187114594265
n0FZ5MOr,Sandra Mathis,Anna George,Excellent,sunny,Flow Traffic,2009-06-12 07:56:37.0000006,7.3,2009-06-12 07:56:37,-1.2907777261868585,0.7115201563963653,-1.2912236752640358,0.7113520811893983,1,7,12,6,4,2009,42.11941277976642,37.06486298854144,16.565688122539473,20.67951341511306,12.498129014522124,2.403647975806641,2.0323750144103494
nzeR9RfF,William Wright,Larry Proctor,Bad,sunny,Dense Traffic,2012-08-25 03:43:00.00000070,7.7,2012-08-25 03:43:00,-1.2913988190544734,0.7114785826535828,-1.2910504513357757,0.7117788141915109,1,3,25,8,5,2012,45.37089406979533,36.27149286027919,18.48803653165311,21.498270539854765,13.835475017676188,2.546322452327002,-0.7208176782798449
mIk2laaL,Adam Simon,Sarah Nelson,Excellent,stormy,Flow Traffic,2014-10-04 09:17:03.0000001,11.0,2014-10-04 09:17:03,-1.29111794321795,0.7112162945735933,-1.2910367679544397,0.7118006482604533,1,9,4,10,5,2014,43.332376232162815,36.93124803958259,17.506734057011894,21.0338601848447,12.958730034049388,3.743465709685237,-0.1047986849867752
nGXL5JEu,April Werner,David Grimes MD,Good,sunny,Dense Traffic,2014-07-19 23:20:52.0000002,13.5,2014-07-19 23:20:52,-1.2915578010960376,0.7108537024214914,-1.2911088675058395,0.7113847362997031,1,23,19,7,5,2014,42.40325504386331,32.63326072693688,20.919024489340764,15.499398118600352,7.37971120757244,4.0176868215267,-0.5695202538550999
EQiVeRtc,Brandon Juarez,Andrew Ramsey,Bad,stormy,Congested Traffic,2010-11-09 07:57:58.0000004,7.7,2010-11-09 07:57:58,-1.2916233905693275,0.7107310930415387,-1.291331938037537,0.7110060173053129,1,7,9,11,1,2010,41.82324921825632,30.247264398243928,23.36666448929159,12.151293648332569,3.9140331450806594,2.2467429465934368,-0.6766874036631075
cNaNgxMa,Michael Short,Suzanne Thomas,Excellent,sunny,Dense Traffic,2011-02-10 07:50:39.0000003,12.1,2011-02-10 07:50:39,-1.2917126816138595,0.710571517588029,-1.2910847645088694,0.7114070590608361,1,7,10,2,3,2011,42.31305264632664,31.671455340373956,22.30584421418674,13.865986259231672,6.173047531856347,6.125772674810733,-0.5174341394292575
kJeyWqoc,Megan Richards,Brooke Townsend,Very Good,stormy,Flow Traffic,2013-05-30 14:15:00.000000145,18.0,2013-05-30 14:15:00,-1.2914376526303302,0.7113610696350461,-1.2917825296905243,0.710491197535852,1,14,30,5,3,2013,43.60845519835,29.59851880737916,24.59148034846534,12.100538147305516,5.893521324990109,5.786651854450325,2.8496313729975298
Do7NAaWp,Gina Hines,April Jackson,Excellent,stormy,Congested Traffic,2014-05-22 20:36:00.00000088,4.5,2014-05-22 20:36:00,-1.2910755840770038,0.7111913887251673,-1.2912102885886731,0.7110084258596807,1,20,22,5,3,2014,40.570526499379056,34.20085990791402,19.18452938923221,16.513150418609975,8.104682235785459,1.3347400298358942,2.632730722998871
2qFWYa9F,Nicole Cruz,Joshua Jackson,Excellent,rainy,Dense Traffic,2012-04-08 15:30:13.0000001,8.1,2012-04-08 15:30:13,-1.2915431403303208,0.710925191107653,-1.2910845027094815,0.7112016512611689,1,15,8,4,6,2012,41.75334681167424,32.49173407379473,20.881553239359672,15.072174589130114,6.904101728842959,2.829061967704742,-0.8986067791716779
DzGuo9dP,Margaret Wolf,Nicole Wilson,Excellent,stormy,Dense Traffic,2011-10-18 10:18:00.000000196,26.1,2011-10-18 10:18:00,-1.289326502367118,0.711641421872794,-1.2911541762532213,0.7112177955567498,1,10,18,10,1,2011,37.66341096851679,43.81442489944199,9.718848611706727,26.03990119966276,17.704397267454222,9.22330385052556,1.8671651304797048
H0uZzwxz,Mikayla Ford,Martin Mendoza,Bad,stormy,Flow Traffic,2010-02-07 09:24:49.0000001,8.9,2010-02-07 09:24:49,-1.291518880253718,0.7108090918058103,-1.291192433870425,0.7114931037929595,1,9,7,2,6,2010,42.85341623197671,32.67582167035614,21.1516723256048,15.748041413148847,7.642026302159933,4.633952312749865,-0.3468397481612318
RYkDXqyn,Holly Gay,Krystal Goodman,Very Good,rainy,Dense Traffic,2011-10-04 23:07:00.000000193,8.1,2011-10-04 23:07:00,-1.2911901649423976,0.7109594868274547,-1.2911927131231054,0.7114177230225658,1,23,4,10,1,2011,41.64724167722875,34.24792205289707,19.383240018152307,17.147945639468233,8.91397331576544,2.9194487057020857,0.0042119653668795
wIvDst3g,Cheyenne Jones,Maria Olson,Very Good,cloudy,Congested Traffic,2010-10-18 07:49:00.000000120,3.7,2010-10-18 07:49:00,-1.2907458564747172,0.7116230435557703,-1.2907404983139137,0.7117261576079783,1,7,18,10,0,2010,42.318897614212574,40.632533617532175,13.748203825073864,24.5813452458028,16.32213308968901,0.657448048065282,-0.039328273409679
t7HqZfGY,Calvin Rose,Marissa Brown,Excellent,sunny,Flow Traffic,2013-11-18 23:44:00.00000017,9.0,2013-11-18 23:44:00,-1.291325393052842,0.7113258139841557,-1.2912665230971725,0.7117407660138174,1,23,18,11,0,2013,45.09898735870858,35.138074119683665,19.353794280343777,20.12295897598677,12.442092344651318,2.658876256911589,-0.1070182994838256
0hevfgbT,Jennifer Lane,Jennifer Gomez,Bad,windy,Dense Traffic,2011-06-14 22:56:00.000000175,7.7,2011-06-14 22:56:00,-1.291496487679415,0.7109580382041756,-1.2912528397158367,0.7107386154106149,1,22,14,6,1,2011,40.7738467456895,31.15400340001971,22.65912225677483,12.789309985044698,4.572811978604525,1.827019622907324,-2.441989871382691
WaCZmeIo,Benjamin Pham,Heather Beltran,Excellent,cloudy,Congested Traffic,2015-06-12 21:04:26.0000008,3.5,2015-06-12 21:04:26,-1.2908669372428148,0.7121222846893267,-1.2909882442304677,0.7121021112440696,1,21,12,6,4,2015,47.62280393031719,41.98570155063389,16.385482402430398,28.27378841351462,20.55916433840335,0.5989836014362289,1.7870101421411404
qhB0lOy6,Deborah Henderson,Kenneth Smith,Excellent,rainy,Congested Traffic,2014-03-11 15:44:00.000000133,12.5,2014-03-11 15:44:00,-1.2915677669260666,0.7107708865484842,-1.2912060648918833,0.7112733319335484,2,15,11,3,1,2014,42.14367743832969,31.73588691639745,21.840827499357506,14.22286155841442,6.0176764592789445,3.6463064353008594,-0.4992268514033283
q1G6bZXO,Kristen Wells,Pamela Mayer,Excellent,sunny,Congested Traffic,2014-04-27 18:10:32.0000004,11.83,2014-04-27 18:10:32,-1.2913761995873674,0.7108508924413955,-1.2911731305288978,0.711452978673456,1,18,27,4,6,2014,42.13795979547139,33.37890104215109,20.36724323840257,16.259102015768214,8.041974956956503,3.959138528560653,-0.2501042993210669
41plfveJ,Jonathan Hernandez,Ruth Meyers,Good,sunny,Flow Traffic,2012-04-19 23:23:00.000000203,6.9,2012-04-19 23:23:00,-1.2896051441821987,0.7110325637632356,-1.2896016186171098,0.7111701829747555,1,23,19,4,3,2012,29.54031981445435,48.49047574255229,8.074506325395737,28.859444377432084,20.84759597422439,0.876937133797053,-0.019405922857747
3JLW1C7s,Kim Moyer,Antonio Robinson,Good,windy,Flow Traffic,2015-01-24 18:03:40.0000001,9.5,2015-01-24 18:03:40,-1.2913158130445472,0.7115457103133247,-1.2913044946099148,0.711147900625494,5,18,24,1,5,2015,43.73738488227333,33.9559085323506,19.870926517608748,18.04694443890463,10.16779489197533,2.535034053963249,-3.120040468707108
fJ7R6o49,Bryan Salinas,Cassandra Hart,Bad,sunny,Congested Traffic,2013-09-25 02:15:03.0000002,7.5,2013-09-25 02:15:03,-1.291306857656186,0.7112534351800757,-1.2915832479965317,0.7112295067160308,1,2,25,9,2,2013,43.983138534543485,32.13786294224006,21.31345905645078,16.19508104825211,8.561197081684611,1.3426432529579369,1.684494883582336
EpCEhuKx,Susan Townsend,Larry Strong,Bad,sunny,Congested Traffic,2011-06-01 01:03:00.00000042,13.7,2011-06-01 01:03:00,-1.2912191025013957,0.7118192185636946,-1.291244095616284,0.7109556820096854,5,1,1,6,2,2011,43.62696167418906,35.13125403114892,19.61050889182045,19.087277762952844,11.100980800183809,5.502913293150667,3.119665130349849
WdH1sIEy,Karen Moore,Joseph Herrera,Bad,windy,Dense Traffic,2015-02-09 19:10:00.0000006,6.5,2015-02-09 19:10:00,-1.29123192347021,0.7108911718964105,-1.2911074206892486,0.7106976266641889,3,19,9,2,0,2015,38.71331006023623,32.89434082283624,21.28101089987291,13.805440881294544,5.498623414463328,1.3717988109216823,-2.6879528276773144
y3V4D80C,Mark Kim,Amanda Tran,Very Good,sunny,Dense Traffic,2010-08-08 00:57:00.00000095,5.3,2010-08-08 00:57:00,-1.2912513561859724,0.711242910844686,-1.2910770327002832,0.7111175612978078,1,0,8,8,6,2010,41.30359150148935,34.36234154279779,19.00454216445497,17.170722776162474,8.896047845706224,1.1600462499063795,-2.330051327133472
2nEvNumT,Christine Chung,Kara White,Very Good,cloudy,Dense Traffic,2013-04-09 05:11:00.0000004,20.0,2013-04-09 05:11:00,-1.2876504277798426,0.7093993195558045,-1.2884435926584117,0.7106042076049187,1,5,9,4,1,2013,9.77295088626515,62.73261802289223,24.86307127551271,42.01863901668511,36.30624715902092,8.579737113798952,0.4627655565871646
FLK3DW4R,Carolyn Huber,Jon Brady,Bad,windy,Congested Traffic,2012-07-02 17:14:00.00000074,6.1,2012-07-02 17:14:00,-1.2910807327982974,0.7114145639766197,-1.2912823706867802,0.7113973375769025,1,17,2,7,0,2012,43.17205527610162,35.32191412306517,18.34124573730348,19.32114378582681,11.31660912736106,0.9792097059546768,1.683046051466366
c19iNBk4,Robert Calderon,Shannon Powell,Good,windy,Congested Traffic,2009-12-21 19:24:04.0000002,8.5,2009-12-21 19:24:04,-1.2910823035946242,0.7111161301278212,-1.2906521497471777,0.711701478652355,1,19,21,12,0,2009,41.07118625042834,38.18830740425444,15.69959787312403,21.230658619118916,12.860042320152994,4.268044904481803,-0.5077714485957574
eREjc4Qp,Theresa Stark,Kathy Hernandez,Excellent,rainy,Congested Traffic,2011-12-31 03:18:04.0000002,5.3,2011-12-31 03:18:04,-1.29129289502217,0.7111158159685559,-1.2912967871064018,0.7108926058105183,1,3,31,12,5,2011,41.127485897018495,32.43919278050596,21.043748998532458,14.648337822086477,6.304731738817985,1.4221960282535804,3.1283801230089034
IUXFPv5v,Leslie Evans,Brittany Black,Bad,rainy,Flow Traffic,2012-03-30 14:16:17.0000002,17.3,2012-03-30 14:16:17,-1.2893272877652813,0.7116410204470659,-1.290673477670637,0.711427130347234,0,14,30,3,4,2012,36.72476404081993,46.46119246832353,7.1121707023073935,28.584624908111625,20.16459585034848,6.6369636518528985,1.7771462335417667
CuDAuJGk,Richard Johnson,Donald Roberts,Good,cloudy,Congested Traffic,2013-05-15 06:45:00.00000055,12.5,2013-05-15 06:45:00,-1.2915594766121197,0.7110894964034358,-1.290988369974282,0.711430586099153,6,6,15,5,2,2013,42.88991816431037,33.75693120103498,19.704457320922884,17.302159311790373,9.39025947870116,3.509930454618242,-0.9029831554285298
HbTTa4bS,Shannon Oconnor,Jessica Cook,Very Good,rainy,Congested Traffic,2009-09-14 13:34:51.0000001,4.5,2009-09-14 13:34:51,-1.2915526523747445,0.7111725915291233,-1.2913333343009386,0.7111880725995884,1,13,14,9,0,2009,43.52948053304958,31.847844212304693,21.52051325223861,15.53517685476561,7.782998563993445,1.063149559706697,-1.4778197332203529
rVNVEDkn,Patrick Price,Wendy Allen,Very Good,windy,Dense Traffic,2009-09-23 23:52:27.0000003,7.3,2009-09-23 23:52:27,-1.2913545749579352,0.7107311104948313,-1.2917531383459209,0.7104825232494697,1,23,23,9,2,2009,41.00785523413424,28.78389165942544,25.65256174373951,9.336168485732848,2.552077113138305,2.492507176695088,2.259198080598531
1B3SW9Ys,Samantha Hicks,Michelle Collins,Very Good,stormy,Flow Traffic,2009-09-26 11:48:15.0000002,6.5,2009-09-26 11:48:15,-1.2907074417778808,0.7118204228408784,-1.2909656283341284,0.7114705541390237,1,11,26,9,5,2009,42.76125501363552,39.68273719909588,14.806753714954048,23.73615259589033,15.530373165896492,2.553466458772228,2.631901292956784
MURMFHPu,Adam Bush,Amanda Howell,Bad,cloudy,Dense Traffic,2009-05-19 18:26:00.00000033,8.5,2009-05-19 18:26:00,-1.2912429611522702,0.7111434794371999,-1.2909670769574075,0.7115664599814209,1,18,19,5,1,2009,42.28663547756706,35.77383430728284,17.91519902797351,19.22830632221094,11.031286136105628,3.00575914128809,-0.4587912961385223
vtEaaPiS,Penny Bradley,Danny Young,Very Good,stormy,Dense Traffic,2013-09-18 07:32:00.00000016,9.0,2013-09-18 07:32:00,-1.290733726436416,0.7115188997593039,-1.2910589685425249,0.7113760794666133,1,7,18,9,2,2013,41.43014239901802,38.0419457386939,15.54897203946256,21.409658918271724,13.112913427873591,1.8141476171073605,2.0960938639583158
HsvkjrvQ,Mrs. Karen Saunders,William Lowe,Good,cloudy,Flow Traffic,2014-05-16 20:58:00.000000258,13.0,2014-05-16 20:58:00,-1.291220236965409,0.7110665104171869,-1.291440497517011,0.7105331377977775,5,20,16,5,4,2014,40.24893835906807,31.520793674257355,22.64965010799923,12.712350118152155,4.770436256742836,3.5606390424823418,2.8382202817706004
3cA2luaP,April Lewis,Margaret Sanchez,Excellent,cloudy,Congested Traffic,2014-05-05 21:13:54.0000001,8.0,2014-05-05 21:13:54,-1.2916196381114358,0.7110875590879661,-1.2913660068645358,0.7108062469191295,2,21,5,5,0,2014,42.38894400693314,30.43924529442697,23.145241440314507,12.984655203262308,5.0684210554834745,2.1705635387441684,-2.542160033722477
5qe4j1lB,Anthony Patterson,Samantha Garcia,Very Good,windy,Flow Traffic,2014-05-31 14:42:12.0000003,10.0,2014-05-31 14:42:12,-1.2908359678239976,0.711795028300262,-1.2911153426773645,0.7114067623548632,1,14,31,5,5,2014,43.357937359404126,38.236611180287525,16.19532166776367,22.48399015480604,14.384087036701068,2.817067215174325,2.64256368085738
4S0eOshq,Lori Shepherd,Mark Taylor,Excellent,rainy,Congested Traffic,2014-01-19 12:31:21.0000001,5.5,2014-01-19 12:31:21,-1.291640756595385,0.7110594418337164,-1.291414614284204,0.7110284273329085,1,12,19,1,6,2014,43.294114607631855,30.456399623303177,22.881103191634303,13.650788356219271,5.939984774285192,1.1093697218457366,-1.7497911832242528
IQjNuveX,Cassandra Clark,Kayla Bryant,Very Good,windy,Dense Traffic,2014-09-02 21:54:00.00000015,9.5,2014-09-02 21:54:00,-1.2912439210833588,0.7113393402858588,-1.2908088105008368,0.7117288977749039,2,21,2,9,1,2014,43.18829183384012,37.4037049665849,16.74200398905611,21.506211334289038,13.4256338421865,3.250764054843468,-0.7019805575856608
BxJHDU2u,Barbara Johnson,Leslie Everett,Bad,windy,Congested Traffic,2010-12-06 19:34:00.00000020,12.9,2010-12-06 19:34:00,-1.2913308908399856,0.7115790263520351,-1.2907703783507078,0.7121615648964733,3,19,6,12,0,2010,46.397221605558656,39.3236171725156,17.324057932817503,25.00378304736855,17.302029128752565,4.591788167417376,-0.629424329045317
XqvUzzvM,Felicia Campbell,Joseph Miller,Very Good,cloudy,Congested Traffic,2010-02-24 15:25:00.000000117,6.9,2010-02-24 15:25:00,-1.291352916895146,0.7116900816523395,-1.2911238947906991,0.7117532451179692,5,15,24,2,2,2010,46.19423808095903,36.74970343934461,18.515017360295445,22.48218577197589,14.924202763829376,1.1758876410416916,-1.2214410317756714
myOQu29g,Savannah Murphy,Frederick Williams,Very Good,windy,Dense Traffic,2012-10-24 16:57:40.0000001,5.0,2012-10-24 16:57:40,-1.2912643588888997,0.7111088346515478,-1.2911564277279564,0.7112525276088645,2,16,24,10,2,2012,41.68385685511751,33.938538147951604,19.40494493670104,16.849491004587218,8.596237877937007,1.0533101653974075,-0.5173121841861892
woV3WoCr,Kathleen Gregory,Adam Alexander,Good,cloudy,Dense Traffic,2011-04-11 21:43:30.0000004,13.7,2011-04-11 21:43:30,-1.2911097052638805,0.7114719678557179,-1.2900399929653332,0.7117156507258813,1,21,11,4,0,2011,40.73349403472484,41.64514962950671,12.226463882646566,25.007374230569013,16.735052128557577,5.389694024316306,-1.2782567698965026
YP7e5Ea4,Karen Davis,Daniel Spence,Excellent,stormy,Congested Traffic,2014-05-01 00:00:30.0000002,12.0,2014-05-01 00:00:30,-1.2916518568894275,0.7109467284706227,-1.291057624639001,0.7113256743578156,1,0,1,5,3,2014,42.65593431285664,32.450868932303344,20.937027872243945,15.565160392292524,7.702465729903141,3.749063888891461,-0.8709333609921671
VSLBnkc8,John Lang,Barbara Simmons,Bad,windy,Dense Traffic,2010-01-25 09:09:27.0000003,6.9,2010-01-25 09:09:27,-1.2914398517451875,0.7111371962518928,-1.2911401612593278,0.7112498921616941,1,9,25,1,0,2010,42.41841305681072,33.27724300119229,20.065363292414624,16.516402072852372,8.449652000219414,1.6148664778498805,-1.1099598112984317
bzdISnmM,Stephanie Vazquez,Brian Charles,Bad,rainy,Congested Traffic,2014-05-01 09:47:59.0000002,19.5,2014-05-01 09:47:59,-1.2908828124611211,0.7116320145481256,-1.2915322145692034,0.7108873872760547,1,9,1,5,3,2014,42.6163753461091,34.481359480639945,19.406690973448875,17.658463667883076,9.5264902301606,5.685855132292405,2.5575455009510875
